"http://www.ibisworld.com/industry/default.aspx?indid=1231&partnerid=researchnation",825,May-11,"Newspaper Publishing in the US","Information","United States","Online and mobile news outlets are providing consumers and advertisers with direct, more convenient and cheaper substitutes to news in print. Consequently, the Newspaper Publishing industry has faced steep declines in readership and advertising over the five years to 2011. If newspaper ad spending drops again in the second quarter of 2011, it will complete five consecutive years of quarter-on-quarter declines. Because this downward spiral began before the recession and has continued despite growth in most other ad categories including magazines, it indicates a permanent shift away from newspaper advertisements.…Purchase to read more. Each IBISWorld Industry report of 30 to 40 pages contains key industry figures; supply chain information; market characteristics; product, market and service segmentation; operating strengths and weaknesses; analysis of external drivers; major player market strategies; and industry profit and cost benchmarks; and 5-year forecasts with forecast analysis."
"http://www.ibisworld.com/industry/default.aspx?indid=1232&partnerid=researchnation",825,May-11,"Magazine & Periodical Publishing in the US","Information","United States","Diminished advertising, subscription and single-copy sales weakened the Magazine and Periodical Publishing industry over the five years to 2011, as some consumers switched to free or cheap substitutes such as online publications. Revenue is estimated to decrease at an average annual rate of 3.5% to $42.6 billion during this period, including an expected 0.6% slide in 2011. The industry has experienced moderate revenue volatility since 2006, with annual changes in revenue ranging from growth of 2.5% in 2006 to a loss of 12.2% in 2009.…Purchase to read more. Each IBISWorld Industry report of 30 to 40 pages contains key industry figures; supply chain information; market characteristics; product, market and service segmentation; operating strengths and weaknesses; analysis of external drivers; major player market strategies; and industry profit and cost benchmarks; and 5-year forecasts with forecast analysis."
"http://www.ibisworld.com/industry/default.aspx?indid=1233&partnerid=researchnation",825,May-11,"Book Publishing in the US","Information","United States","With consumer sentiment improving over the five years to 2011, consumer and bookstore demand has begun to rebound. Post-secondary textbook sales have remained strong, with school enrollment increasing. As people were laid off and the likeliness of finding jobs was low, many returned to or chose to continue school. Despite the return to education, industry revenue is estimated to increase at an average annual rate of only 0.5% over this five-year period as a result of lowered disposable income. However, in 2011, IBISWorld expects the Book Publishing industry's revenue to grow by 2.4% to $31.4 billion.…Purchase to read more. Each IBISWorld Industry report of 30 to 40 pages contains key industry figures; supply chain information; market characteristics; product, market and service segmentation; operating strengths and weaknesses; analysis of external drivers; major player market strategies; and industry profit and cost benchmarks; and 5-year forecasts with forecast analysis."
"http://www.ibisworld.com/industry/default.aspx?indid=1234&partnerid=researchnation",825,May-11,"Database & Directory Publishing in the US","Information","United States","The migration of advertising from print directories to online media is having an adverse effect on profitability for the Database and Directory Publishing industry. Published directories suffered under this advertising exodus because printed directory advertising offers relatively high margins compared with online search and classified advertising. However, as consumers use the internet more frequently to retrieve search information, references to printed telephone directories in the United States will continue to decline.…Purchase to read more. Each IBISWorld Industry report of 30 to 40 pages contains key industry figures; supply chain information; market characteristics; product, market and service segmentation; operating strengths and weaknesses; analysis of external drivers; major player market strategies; and industry profit and cost benchmarks; and 5-year forecasts with forecast analysis."
"http://www.ibisworld.com/industry/default.aspx?indid=1235&partnerid=researchnation",825,June-11,"Greeting Cards & Other Publishing in the US","Information","United States","Revenue for the Greeting Cards and Other Publishing industry is expected to decrease at an average annualized rate of 0.3% to $7.4 billion in the five years to 2011. The industry will experience a medium level of revenue volatility during this period, with annual changes ranging from a 7.6% decline in 2008 to 2.9% growth in 2009. Despite productivity gains, profit margins are expected to decrease in the five years to 2011, due mainly to a fall in revenue, competitive pressures on selling prices and the migration of print products to online products. From 2010 to 2011, IBISWorld expects that revenue will increase 1.2% as consumer spending rises over the current year.…Purchase to read more. Each IBISWorld Industry report of 30 to 40 pages contains key industry figures; supply chain information; market characteristics; product, market and service segmentation; operating strengths and weaknesses; analysis of external drivers; major player market strategies; and industry profit and cost benchmarks; and 5-year forecasts with forecast analysis."
"http://www.ibisworld.com/industry/default.aspx?indid=1239&partnerid=researchnation",825,February-11,"Software Publishing in the US","Information","United States","The Software Publishing industry escaped the Great Recession relatively unscathed, posting estimated annual revenue growth of 2.3% from 2006 to 2011. Rapid advancement in complementary industries, primarily semiconductors and telecommunications, continues to open up new opportunities for software publishers. Despite this long-term growth potential, however, challenging economic conditions halted growth in 2009. Crises in the housing, finance and automotive sectors battered the balance sheets of US businesses in the past two years. In the face of declining demand, fewer businesses were willing to invest in new software. These conditions led to a 3.6% decline in industry revenue in 2009; in 20…Purchase to read more. Each IBISWorld Industry report of 30 to 40 pages contains key industry figures; supply chain information; market characteristics; product, market and service segmentation; operating strengths and weaknesses; analysis of external drivers; major player market strategies; and industry profit and cost benchmarks; and 5-year forecasts with forecast analysis."
"http://www.ibisworld.com/industry/default.aspx?indid=1245&partnerid=researchnation",825,June-11,"Movie & Video Production in the US","Information","United States","The Movie and Video Production industry has weathered the recession by adapting to new technologies. Consumer spending on home and cinema entertainment and the availability of funding drive motion picture success. Interest rates affect this industry, since most producers depend on external financing and can benefit from low rates and flexibility in paying back loans, depending on the relative success of the production. Movies and videos depend heavily on consumer interest and spending, with theaters in the United States, making up 13.0% of the demand for this industry's products. Theaters are also involved in the financing of some productions. However, this industry's operations do not often…Purchase to read more. Each IBISWorld Industry report of 30 to 40 pages contains key industry figures; supply chain information; market characteristics; product, market and service segmentation; operating strengths and weaknesses; analysis of external drivers; major player market strategies; and industry profit and cost benchmarks; and 5-year forecasts with forecast analysis."
"http://www.ibisworld.com/industry/default.aspx?indid=1246&partnerid=researchnation",825,June-11,"Television Production in the US","Information","United States","TV production has generated modest revenue growth as Americans spend more time in front of the ""tube."" During the recession, spending on TV advertisements increased, despite a general decrease in advertising capital, and industry revenue grew. However, in 2009, the number of cable TV viewers dropped from 63.7 million to 62.9 million, as households decreased discretionary spending due to a fall in disposable income. Since cable TV is considered to be an expendable commodity, some consumers have cut it from their budgets. Nevertheless, revenue growth has been propelled by increased advertisement spending, the switch to digital TV and an increase in the time that Americans spend watching TV. In…Purchase to read more. Each IBISWorld Industry report of 30 to 40 pages contains key industry figures; supply chain information; market characteristics; product, market and service segmentation; operating strengths and weaknesses; analysis of external drivers; major player market strategies; and industry profit and cost benchmarks; and 5-year forecasts with forecast analysis."
"http://www.ibisworld.com/industry/default.aspx?indid=1243&partnerid=researchnation",825,June-11,"Movie & Video Distribution in the US","Information","United States","The Movie and Video Distribution industry is growing in response to high demand for content. Movie theaters, cable networks, broadcasting stations and retailers depend on distribution companies to give them content to program or sell to consumers, who have continued spending on motion picture and TV entertainment despite drops in disposable income during the recession. Consumers are demanding increasing amounts of online content, especially as mobile devices grow in popularity. Consumers are also benefiting from lower distribution costs that allow distributors to charge less for content, which is leading to higher sales volumes and increased exposure for existing content.…Purchase to read more. Each IBISWorld Industry report of 30 to 40 pages contains key industry figures; supply chain information; market characteristics; product, market and service segmentation; operating strengths and weaknesses; analysis of external drivers; major player market strategies; and industry profit and cost benchmarks; and 5-year forecasts with forecast analysis."
"http://www.ibisworld.com/industry/default.aspx?indid=1244&partnerid=researchnation",825,June-11,"Movie Theaters in the US","Information","United States","The Movie Theaters industry is expected to continue on a slow growth path as disposable income, spending on movie production and corporate profit slowly recovers from the recession. IBISWorld estimates that revenue will grow at an annualized rate of 0.8% over the five years to 2011, including a rise of 1.7% to $12.6 billion from 2010 to 2011. In particular, the significant spike in unemployment adversely affects underlying demand for theater tickets and concessions (like food and drink) because consumers who were affected by job losses or pay cuts drastically reduced spending. The industry also contends with ongoing global movie piracy and rising competition from entertainment alternatives, …Purchase to read more. Each IBISWorld Industry report of 30 to 40 pages contains key industry figures; supply chain information; market characteristics; product, market and service segmentation; operating strengths and weaknesses; analysis of external drivers; major player market strategies; and industry profit and cost benchmarks; and 5-year forecasts with forecast analysis."
